GENESIS-Tabelle: 31121-0004
Baufertigstellungen neuer Gebäude: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;
Gebäudeart, Energieverwendung, Energieart;;;;;;;;;;;;;;;;;;;
Statistik der Baufertigstellungen;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;
Neue Gebäude (Anzahl);;;;;;;;;;;;;;;;;;;
;;;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart
;;;Wohngebäude;Wohngebäude mit 1 Wohnung;Wohngebäude mit 2 Wohnungen;Wohngebäude mit 3 oder mehr Wohnungen;Wohnheime;Wohngebäude mit Eigentumswohnungen;Nichtwohngebäude;Anstaltsgebäude;Büro- und Verwaltungsgebäude;Landwirtschaftliche Betriebsgebäude;Nichtlandwirtschaftliche Betriebsgebäude;Fabrik- und Werkstattgebäude;Handelsgebäude;Warenlagergebäude;Hotels und Gaststätten;Sonstige Nichtwohngebäude;Ausgewählte Infrastrukturgebäude
2017;Zur Warmwasserbereitung verwendete primäre Energie;Gas;41805;31927;3542;6077;259;3322;4447;226;590;112;2798;1057;475;814;216;721;1023
2017;Zur Warmwasserbereitung verwendete primäre Energie;Strom;1587;1181;131;239;36;85;2096;49;350;47;1213;355;300;342;119;437;514
2017;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;7550;4479;444;2502;125;1391;1208;84;233;15;480;171;83;101;78;396;493
2017;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;7464;6103;725;631;5;364;298;5;77;5;150;61;40;33;8;61;66
2017;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;32124;27446;3000;1637;41;974;1192;48;269;16;681;234;190;169;37;178;227
2017;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;11032;9179;972;860;21;439;345;25;54;11;187;66;32;63;12;68;97
2017;Zur Warmwasserbereitung verwendete primäre Energie;Holz;4877;3465;534;863;15;541;511;18;62;67;300;119;34;94;26;64;92
2017;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;291;190;28;73;0;74;47;1;6;13;24;8;4;8;0;3;7
2017;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;335;25;90;90;-;78;21;3;5;4;7;3;2;2;0;2;4
2017;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;262;211;9;41;1;24;111;6;20;7;66;23;25;12;3;12;17
2017;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;1887;1408;213;265;1;177;13403;8;63;4400;8360;902;153;3823;12;572;522
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;81;64;13;4;0;-;27;1;2;1;18;8;3;5;1;5;6
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8420;6918;655;831;16;439;343;32;63;5;178;72;37;44;10;65;106
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;9114;7889;637;561;27;294;774;54;155;12;421;132;131;101;21;132;195
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;115;86;7;22;-;9;16;1;1;-;9;3;-;2;0;5;6
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;341;263;41;36;-;13;29;4;9;-;11;5;2;0;1;5;10
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1498;1186;137;170;5;89;143;3;27;2;87;26;27;21;7;24;29
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;30872;24097;2845;3841;89;2102;1252;51;223;28;710;256;115;221;67;240;305
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1875;1513;250;106;6;69;70;3;12;8;43;15;8;12;7;4;7
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;61;29;6;25;1;11;10;1;-;1;4;3;-;1;0;2;4
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;51;5;14;14;-;5;4;-;-;-;3;1;-;1;-;1;2
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;430;269;13;138;10;73;195;12;21;4;122;50;23;23;13;36;56
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;57193;44094;5145;7600;354;4393;21093;319;1254;4655;12834;2512;1016;5074;393;2031;2378
2018;Zur Heizung verwendete primäre Energie;Öl;959;734;140;84;1;25;347;7;31;21;238;110;29;57;17;50;47
2018;Zur Heizung verwendete primäre Energie;Gas;46409;35909;3953;6409;138;3254;6427;1093;697;162;3523;1315;566;1115;221;952;2103
2018;Zur Heizung verwendete primäre Energie;Strom;1073;895;100;61;17;20;615;15;73;21;364;142;65;99;18;142;174
2018;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;7987;4531;464;2901;91;1524;1563;128;306;34;623;234;96;127;91;472;618
2018;Zur Heizung verwendete primäre Energie;Geothermie;8168;6531;858;771;8;424;395;16;110;9;165;74;35;41;4;95;108
2018;Zur Heizung verwendete primäre Energie;Umweltthermie;35998;30040;3657;2261;40;1322;1703;81;383;23;905;315;250;233;42;311;413
2018;Zur Heizung verwendete primäre Energie;Solarthermie;697;518;79;99;1;47;57;1;9;4;35;13;6;9;2;8;6
2018;Zur Heizung verwendete primäre Energie;Holz;5245;3618;595;1007;25;671;757;14;78;84;468;192;40;139;34;113;132
2018;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;288;200;31;49;8;32;73;11;4;15;34;20;2;3;4;9;25
2018;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;288;31;63;63;-;39;33;1;4;4;17;6;0;9;0;7;8
2018;Zur Heizung verwendete primäre Energie;Sonstige Energie;367;251;16;100;0;43;138;3;17;10;95;30;42;12;5;13;17
2018;Zur Heizung verwendete primäre Energie;Keine Energie;102;87;6;-;0;5;12213;3;3;4310;7603;674;94;3458;1;294;400
2018;Zur Heizung verwendete sekundäre Energie;Öl;38;27;4;7;-;1;25;0;3;1;14;7;0;5;1;7;10
2018;Zur Heizung verwendete sekundäre Energie;Gas;1297;813;78;405;1;212;281;6;58;3;131;49;24;36;9;83;87
2018;Zur Heizung verwendete sekundäre Energie;Strom;9013;7658;687;649;19;304;683;37;120;20;371;121;98;91;23;135;171
2018;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;84;54;2;28;0;23;21;0;1;-;12;5;2;3;1;8;7
2018;Zur Heizung verwendete sekundäre Energie;Geothermie;259;189;28;41;-;19;25;1;5;-;10;1;4;3;0;8;9
2018;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1040;802;97;140;1;57;198;9;39;0;117;37;40;28;8;33;44
2018;Zur Heizung verwendete sekundäre Energie;Solarthermie;16335;11958;1659;2677;41;1429;1003;57;154;21;566;213;93;162;41;205;270
2018;Zur Heizung verwendete sekundäre Energie;Holz;15721;13283;1751;675;12;379;964;530;38;49;283;123;23;62;51;64;579
2018;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;91;43;25;21;2;32;20;1;2;4;11;6;-;2;0;2;4
2018;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;46;6;7;7;-;2;8;-;1;-;3;1;-;-;-;3;3
2018;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;402;237;18;133;14;66;187;10;23;7;108;46;32;13;7;39;49
2018;Zur Heizung verwendete sekundäre Energie;Keine Energie;63255;48406;5575;9031;243;4882;20906;722;1271;4590;12444;2516;907;4896;298;1879;2818
2018;Zur Warmwasserbereitung verwendete primäre Energie;Öl;791;614;101;76;0;22;238;7;23;12;165;72;26;38;14;31;36
2018;Zur Warmwasserbereitung verwendete primäre Energie;Gas;37186;28248;3206;5605;127;2819;5282;1072;565;113;2755;1014;439;874;192;777;1878
2018;Zur Warmwasserbereitung verwendete primäre Energie;Strom;1717;1272;148;275;22;81;2074;55;335;52;1175;406;271;328;59;457;552
2018;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;7855;4473;463;2830;89;1489;1318;123;246;27;522;188;82;104;85;400;531
2018;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;7845;6328;804;706;7;372;318;15;79;8;142;62;29;37;4;74;86
2018;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;35146;29434;3554;2119;39;1271;1326;52;306;20;713;257;189;183;31;235;305
2018;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;10288;8519;891;863;15;470;313;16;47;14;173;63;38;40;11;63;73
2018;Zur Warmwasserbereitung verwendete primäre Energie;Holz;4802;3256;557;968;21;649;535;10;55;60;331;145;32;95;23;79;101
2018;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;312;203;50;51;8;54;71;10;3;16;34;18;2;3;4;8;22
2018;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;278;28;62;62;-;38;26;1;3;4;11;4;0;6;0;7;8
2018;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;305;209;9;87;0;43;87;4;14;9;51;22;16;7;4;9;12
2018;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;1056;764;119;172;1;98;12733;8;39;4362;7998;874;101;3587;12;326;447
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;91;65;15;11;0;-;15;0;1;1;8;4;0;3;0;5;7
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8159;6637;632;884;6;486;329;18;56;8;158;56;31;42;10;89;101
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;10651;9108;838;679;26;315;813;40;165;17;418;141;115;98;27;173;214
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;102;64;3;35;-;20;25;0;1;-;13;5;-;3;1;11;10
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;394;273;53;66;-;31;26;1;7;-;12;4;6;1;0;6;7
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1404;1109;123;171;1;73;142;8;23;2;84;20;32;22;8;25;33
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;27653;21528;2610;3463;52;1745;1247;87;197;32;670;244;109;196;57;261;354
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1599;1276;213;105;5;59;99;35;9;8;39;17;2;12;4;8;41
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;56;36;4;14;2;9;11;0;-;2;9;6;-;1;0;0;1
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;35;6;4;4;-;1;7;-;-;-;1;1;-;0;-;3;3
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;339;177;19;133;10;70;175;8;23;4;101;52;21;14;6;39;49
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;57098;43205;5414;8249;230;4594;21432;1176;1232;4621;12557;2575;904;4910;326;1846;3231
2019;Zur Heizung verwendete primäre Energie;Öl;935;692;130;108;5;28;331;9;35;15;223;110;19;52;9;49;62
2019;Zur Heizung verwendete primäre Energie;Gas;45313;34833;3971;6411;98;3242;5344;259;698;130;3397;1266;504;1063;274;860;1181
2019;Zur Heizung verwendete primäre Energie;Strom;1307;1109;112;80;6;39;718;24;102;33;387;130;74;114;28;172;221
2019;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;8564;4922;436;3148;58;1483;1567;121;306;45;607;217;98;121;100;488;621
2019;Zur Heizung verwendete primäre Energie;Geothermie;8212;6587;782;836;7;423;409;6;119;10;167;67;33;44;10;107;112
2019;Zur Heizung verwendete primäre Energie;Umweltthermie;37985;31772;3598;2594;21;1401;2074;98;429;25;1131;406;310;274;59;391;533
2019;Zur Heizung verwendete primäre Energie;Solarthermie;600;468;61;69;2;23;69;3;12;2;45;12;9;16;8;7;10
2019;Zur Heizung verwendete primäre Energie;Holz;4296;2876;487;921;12;583;714;17;71;81;408;182;24;116;28;137;151
2019;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;228;127;21;77;3;40;74;3;11;25;26;14;1;8;1;9;20
2019;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;251;25;62;62;-;42;52;6;11;3;24;8;1;8;1;8;17
2019;Zur Heizung verwendete primäre Energie;Sonstige Energie;286;179;20;87;0;14;144;6;13;13;95;21;46;19;3;17;27
2019;Zur Heizung verwendete primäre Energie;Keine Energie;94;75;10;-;0;2;12146;0;3;4263;7564;629;77;3427;4;316;450
2019;Zur Heizung verwendete sekundäre Energie;Öl;29;21;4;3;-;2;23;0;1;1;20;10;1;5;4;1;1
2019;Zur Heizung verwendete sekundäre Energie;Gas;1282;768;82;417;15;221;364;12;74;6;179;71;45;32;16;93;113
2019;Zur Heizung verwendete sekundäre Energie;Strom;10072;8549;766;745;12;371;778;41;132;15;440;138;117;117;23;150;207
2019;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;97;82;3;12;0;7;10;1;2;-;3;0;0;2;1;4;5
2019;Zur Heizung verwendete sekundäre Energie;Geothermie;189;121;17;50;-;17;27;1;11;-;9;1;1;3;3;6;8
2019;Zur Heizung verwendete sekundäre Energie;Umweltthermie;948;654;97;193;4;103;206;5;35;2;113;39;31;23;10;51;60
2019;Zur Heizung verwendete sekundäre Energie;Solarthermie;16446;11909;1731;2775;31;1448;1030;51;183;23;586;248;77;176;42;187;239
2019;Zur Heizung verwendete sekundäre Energie;Holz;14938;12728;1504;694;12;439;432;23;45;53;244;98;29;66;22;67;97
2019;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;61;37;1;22;1;17;18;1;3;3;6;4;-;0;0;5;9
2019;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;75;7;12;12;-;6;9;-;0;-;6;3;-;-;-;2;5
2019;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;369;227;21;119;2;62;171;9;26;6;99;38;28;14;9;31;43
2019;Zur Heizung verwendete sekundäre Energie;Keine Energie;63565;48652;5420;9360;133;4627;20574;407;1298;4536;12369;2412;867;4823;394;1964;2618
2019;Zur Warmwasserbereitung verwendete primäre Energie;Öl;746;550;100;91;5;21;244;7;30;12;155;77;17;32;9;40;50
2019;Zur Warmwasserbereitung verwendete primäre Energie;Gas;36450;27467;3217;5674;92;2895;4310;242;593;104;2646;966;374;820;256;725;1001
2019;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2030;1549;188;286;7;100;2263;64;357;62;1278;422;318;356;52;502;616
2019;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;8425;4867;418;3084;56;1436;1292;118;229;32;512;176;81;98;97;401;524
2019;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;7975;6434;761;773;7;417;332;6;102;9;139;54;27;35;10;76;81
2019;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;37094;31148;3479;2447;20;1334;1610;67;336;24;890;321;235;227;48;293;391
2019;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;9907;8207;885;804;11;382;318;16;49;10;184;73;27;60;18;59;69
2019;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3954;2591;445;907;11;577;550;15;64;67;304;139;20;88;23;100;129
2019;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;233;129;20;81;3;41;61;2;11;23;18;10;0;5;2;7;15
2019;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;239;24;62;62;-;42;43;6;8;3;18;6;1;5;0;8;17
2019;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;228;143;9;76;0;13;92;7;11;10;46;9;17;15;3;18;26
2019;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;790;566;107;117;0;62;12527;2;20;4289;7884;809;79;3521;7;332;486
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;76;58;7;10;1;-;16;1;1;1;11;4;0;4;3;2;3
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8010;6483;629;877;21;417;358;22;64;8;182;81;35;35;18;82;109
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;11350;9575;891;872;12;446;946;42;175;21;504;160;128;137;29;204;268
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;115;80;6;29;-;9;20;2;2;-;5;1;-;1;1;11;14
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;307;235;32;39;-;15;27;0;9;-;11;3;2;2;3;7;8
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1284;903;141;235;5;129;157;5;25;1;84;28;22;17;11;42;51
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;26666;20516;2624;3488;38;1754;1223;65;221;33;667;268;84;211;47;237;302
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1442;1143;185;105;9;85;73;3;4;5;46;21;2;15;5;15;20
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;53;34;1;17;1;14;13;5;-;2;5;2;-;0;0;1;8
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;56;4;7;7;-;3;8;-;-;-;6;1;-;3;-;0;3
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;329;199;22;106;2;56;130;4;20;4;74;33;17;8;8;28;37
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;58383;44533;5111;8617;122;4390;20671;402;1288;4570;12479;2460;905;4829;399;1932;2582
2020;Zur Heizung verwendete primäre Energie;Öl;776;556;123;93;4;25;272;2;29;11;191;76;20;48;20;39;45
2020;Zur Heizung verwendete primäre Energie;Gas;44037;33514;3920;6527;76;3258;5014;220;631;121;3198;1156;463;1078;225;844;1131
2020;Zur Heizung verwendete primäre Energie;Strom;1606;1342;144;115;5;67;780;38;106;39;406;133;67;125;28;191;262
2020;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9053;5289;452;3267;45;1392;1648;119;330;27;630;226;89;127;98;542;667
2020;Zur Heizung verwendete primäre Energie;Geothermie;8478;6795;777;902;4;417;407;17;129;7;162;58;26;45;7;92;116
2020;Zur Heizung verwendete primäre Energie;Umweltthermie;43208;35835;4199;3150;24;1708;2226;135;469;32;1145;400;292;283;69;445;616
2020;Zur Heizung verwendete primäre Energie;Solarthermie;624;489;69;66;0;27;72;2;12;4;41;16;5;12;2;13;16
2020;Zur Heizung verwendete primäre Energie;Holz;4205;2830;451;904;20;576;695;22;56;112;404;167;23;127;30;101;112
2020;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;261;169;22;67;3;30;51;4;4;9;29;12;1;9;1;5;17
2020;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;295;36;81;81;1;44;36;1;7;2;20;10;1;3;2;6;10
2020;Zur Heizung verwendete primäre Energie;Sonstige Energie;281;182;33;61;5;34;149;4;13;5;105;29;52;13;4;22;27
2020;Zur Heizung verwendete primäre Energie;Keine Energie;111;98;10;3;0;0;12960;5;1;4467;7884;596;61;3505;4;603;425
2020;Zur Heizung verwendete sekundäre Energie;Öl;25;16;5;4;1;1;28;2;3;3;18;8;0;8;1;2;5
2020;Zur Heizung verwendete sekundäre Energie;Gas;1380;746;94;529;11;262;340;17;58;2;183;65;43;47;13;80;105
2020;Zur Heizung verwendete sekundäre Energie;Strom;11413;9579;918;911;5;388;874;73;148;20;474;168;119;111;24;159;254
2020;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;105;86;4;14;1;8;11;0;2;-;8;2;1;2;1;1;2
2020;Zur Heizung verwendete sekundäre Energie;Geothermie;243;139;24;80;-;29;29;5;5;3;11;2;0;3;4;8;15
2020;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1022;713;105;203;1;102;199;6;31;2;113;37;28;27;10;47;57
2020;Zur Heizung verwendete sekundäre Energie;Solarthermie;16347;11757;1727;2839;24;1409;999;50;167;27;555;206;73;168;67;200;244
2020;Zur Heizung verwendete sekundäre Energie;Holz;14853;12653;1552;637;11;363;405;27;38;53;231;92;19;64;36;56;76
2020;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;130;84;5;41;0;25;17;2;1;1;8;5;-;2;0;5;11
2020;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;49;2;10;10;-;4;11;-;0;1;6;3;-;-;1;2;3
2020;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;326;170;13;141;2;47;141;4;22;4;75;30;21;12;3;36;44
2020;Zur Heizung verwendete sekundäre Energie;Keine Energie;67042;51295;5787;9827;133;4940;21256;382;1312;4722;12533;2261;796;4931;330;2307;2628
2020;Zur Warmwasserbereitung verwendete primäre Energie;Öl;675;489;98;84;4;24;208;2;21;4;151;66;14;35;18;30;35
2020;Zur Warmwasserbereitung verwendete primäre Energie;Gas;35453;26369;3203;5815;66;2953;4066;210;524;98;2523;944;343;819;204;711;950
2020;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2568;1937;220;404;7;178;2174;61;337;69;1184;341;281;369;59;523;634
2020;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;8951;5263;438;3204;46;1373;1400;115;275;24;534;180;76;107;94;452;565
2020;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;8219;6641;750;824;4;383;334;15;106;5;137;55;21;35;5;71;92
2020;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;42303;35233;4088;2961;21;1606;1814;124;390;28;944;339;225;235;65;328;479
2020;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;9715;8030;863;813;9;368;300;13;54;16;164;56;21;56;11;53;69
2020;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3776;2464;423;868;21;560;518;18;45;91;298;130;21;92;25;66;83
2020;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;267;173;24;67;3;30;43;4;4;9;23;8;1;6;1;3;14
2020;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;276;33;77;77;1;41;29;1;4;0;18;8;1;3;2;6;11
2020;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;230;150;20;55;5;23;96;4;16;6;52;22;19;6;2;18;22
2020;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;502;362;76;64;0;39;13328;2;11;4486;8187;730;77;3612;4;642;490
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;68;48;12;8;0;2;16;2;2;1;9;2;0;5;0;2;4
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;7945;6305;635;991;14;492;359;24;55;2;209;64;45;61;21;69;103
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;12324;10337;1017;964;6;423;1025;81;184;17;525;204;110;132;27;218;321
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;116;99;0;16;-;11;22;0;7;-;10;6;-;2;1;5;7
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;335;243;29;63;1;21;26;3;3;2;10;2;0;3;3;10;15
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1303;928;151;224;0;125;124;7;20;1;65;21;19;10;9;31;39
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;26013;19851;2615;3518;29;1733;1232;67;197;32;690;255;91;207;76;246;299
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1705;1392;189;120;4;58;90;2;11;12;48;20;7;13;5;17;19
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;127;86;3;38;0;25;9;2;-;1;2;1;-;1;0;2;5
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;37;3;10;10;-;4;10;-;1;1;4;1;-;0;1;2;2
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;326;199;14;112;1;37;114;5;18;5;52;20;15;9;2;34;40
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;62636;47763;5568;9172;133;4647;21283;375;1288;4762;12591;2283;812;4932;345;2267;2590
2021;Zur Heizung verwendete primäre Energie;Öl;611;435;95;81;-;29;211;2;20;15;140;63;17;31;7;34;48
2021;Zur Heizung verwendete primäre Energie;Gas;35306;26339;3226;5658;83;2757;4236;171;516;122;2655;924;371;964;140;772;1006
2021;Zur Heizung verwendete primäre Energie;Strom;1640;1341;138;154;7;49;749;11;101;34;416;134;73;132;25;187;243
2021;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;8266;4632;474;3095;65;1549;1582;104;322;39;626;198;89;121;138;491;626
2021;Zur Heizung verwendete primäre Energie;Geothermie;8536;6755;890;885;6;376;388;4;105;14;159;64;24;42;12;106;112
2021;Zur Heizung verwendete primäre Energie;Umweltthermie;43520;35339;4608;3543;30;1819;2215;85;468;28;1119;366;245;322;69;515;653
2021;Zur Heizung verwendete primäre Energie;Solarthermie;582;435;75;71;1;36;76;1;14;4;39;16;3;9;6;18;19
2021;Zur Heizung verwendete primäre Energie;Holz;3706;2436;449;812;9;491;678;32;52;99;392;166;20;128;32;103;139
2021;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;202;105;34;62;1;26;50;3;5;7;27;14;2;8;1;8;15
2021;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;184;21;54;54;2;28;44;3;5;4;25;8;3;9;2;7;12
2021;Zur Heizung verwendete primäre Energie;Sonstige Energie;319;218;37;64;-;27;94;3;14;3;57;18;29;9;-;17;21
2021;Zur Heizung verwendete primäre Energie;Keine Energie;83;67;12;4;-;1;12035;-;4;4125;7580;543;74;3306;3;326;404
2021;Zur Heizung verwendete sekundäre Energie;Öl;22;13;6;2;1;-;11;1;1;-;6;1;-;4;1;3;3
2021;Zur Heizung verwendete sekundäre Energie;Gas;1404;714;90;590;10;274;378;22;67;3;163;60;34;46;8;123;155
2021;Zur Heizung verwendete sekundäre Energie;Strom;11883;9912;1029;936;6;431;803;27;159;12;418;120;94;117;31;187;240
2021;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;76;49;4;22;1;13;3;-;1;-;1;1;-;-;-;1;-
2021;Zur Heizung verwendete sekundäre Energie;Geothermie;179;113;18;46;2;17;32;1;6;1;17;7;-;1;7;7;9
2021;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1005;709;88;206;2;106;196;7;29;2;118;36;38;29;5;40;52
2021;Zur Heizung verwendete sekundäre Energie;Solarthermie;13527;9359;1550;2594;24;1259;971;39;155;17;572;210;76;189;42;188;240
2021;Zur Heizung verwendete sekundäre Energie;Holz;12192;10249;1368;570;5;288;403;18;39;54;235;102;14;60;29;57;81
2021;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;79;49;6;24;-;5;15;-;3;1;7;4;-;2;1;4;5
2021;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;42;1;13;13;-;5;3;1;1;1;-;-;-;-;-;-;1
2021;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;351;248;11;92;-;46;105;10;6;6;55;26;17;8;-;28;38
2021;Zur Heizung verwendete sekundäre Energie;Keine Energie;62195;46766;5888;9388;153;4744;19438;293;1159;4397;11643;1947;677;4625;311;1946;2474
2021;Zur Warmwasserbereitung verwendete primäre Energie;Öl;505;357;75;73;-;26;152;2;19;10;94;43;12;18;6;27;36
2021;Zur Warmwasserbereitung verwendete primäre Energie;Gas;29045;21218;2619;5131;77;2520;3477;164;437;89;2139;739;290;759;131;648;859
2021;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2408;1787;205;408;8;140;2017;34;331;65;1084;305;227;357;54;503;609
