GENESIS-Tabelle: 31111-0008
Baugenehmigungen neuer Gebäude: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;
Gebäudeart, Energieverwendung, Energieart;;;;;;;;;;;;;;;;;;;
Statistik der Baugenehmigungen;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;
Neue Gebäude (Anzahl);;;;;;;;;;;;;;;;;;;
;;;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart
;;;Wohngebäude;Wohngebäude mit 1 Wohnung;Wohngebäude mit 2 Wohnungen;Wohngebäude mit 3 oder mehr Wohnungen;Wohnheime;Wohngebäude mit Eigentumswohnungen;Nichtwohngebäude;Anstaltsgebäude;Büro- und Verwaltungsgebäude;Landwirtschaftliche Betriebsgebäude;Nichtlandwirtschaftliche Betriebsgebäude;Fabrik- und Werkstattgebäude;Handelsgebäude;Warenlagergebäude;Hotels und Gaststätten;Sonstige Nichtwohngebäude;Ausgewählte Infrastrukturgebäude
2015;Zur Heizung verwendete primäre Energie;Keine Energie;133;115;9;9;-;10;14411;9;4;5392;8520;790;75;4007;6;486;565
2015;Zur Heizung verwendete sekundäre Energie;Öl;43;34;6;3;-;2;23;1;3;1;16;8;1;5;1;2;4
2015;Zur Heizung verwendete sekundäre Energie;Gas;1066;627;95;338;6;201;273;14;62;6;137;52;38;27;9;54;72
2015;Zur Heizung verwendete sekundäre Energie;Strom;6818;5919;408;478;13;234;620;58;102;18;363;109;95;108;26;79;139
2015;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;139;88;7;44;-;25;26;-;2;-;12;5;1;4;1;12;11
2015;Zur Heizung verwendete sekundäre Energie;Geothermie;350;236;37;75;2;26;49;4;13;1;21;10;1;6;3;10;15
2015;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1070;807;81;179;3;87;182;3;32;-;119;41;37;29;10;28;33
2015;Zur Heizung verwendete sekundäre Energie;Solarthermie;20177;15056;1900;3167;54;1783;1062;39;168;27;626;233;125;162;53;202;246
2015;Zur Heizung verwendete sekundäre Energie;Holz;19353;16752;1929;666;6;417;496;23;68;37;290;120;32;62;35;78;102
2015;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;96;62;6;28;-;9;27;1;4;7;9;3;-;4;1;6;7
2015;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;77;61;7;9;-;7;11;-;1;2;6;5;-;1;-;2;2
2015;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;563;370;31;151;11;96;271;16;35;5;174;67;42;33;14;41;61
2015;Zur Heizung verwendete sekundäre Energie;Keine Energie;71019;55706;5644;9389;280;5336;23493;401;1380;5680;13945;2868;1062;5548;350;2087;2692
2015;Zur Warmwasserbereitung verwendete primäre Energie;Öl;978;760;141;75;2;35;285;7;36;13;193;86;30;42;16;36;42
2015;Zur Warmwasserbereitung verwendete primäre Energie;Gas;52986;41317;4390;7085;194;3879;5394;273;750;112;3381;1292;643;947;225;878;1194
2015;Zur Warmwasserbereitung verwendete primäre Energie;Strom;1922;1450;164;284;24;94;2238;37;391;77;1307;421;303;409;58;426;497
2015;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;8804;5370;488;2871;75;1580;1301;102;244;30;540;187;94;97;102;385;500
2015;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;7254;5925;684;639;6;388;292;7;78;8;143;63;18;36;13;56;62
2015;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;29422;25334;2582;1476;30;977;1041;81;230;16;561;207;161;128;33;153;241
2015;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;13051;10978;1079;973;21;548;369;21;54;11;216;76;41;65;19;67;88
2015;Zur Warmwasserbereitung verwendete primäre Energie;Holz;5315;3888;541;873;13;562;610;20;57;83;370;164;32;95;33;80;114
2015;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;321;206;28;80;7;44;64;4;11;11;33;17;3;9;-;5;15
2015;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;379;256;39;81;3;77;35;2;6;5;17;5;2;7;1;5;9
2015;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;339;234;15;90;-;39;121;6;13;13;74;21;27;21;3;15;19
2015;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14783;-;-;5405;8883;982;80;4133;-;495;603
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;109;85;18;5;1;3;19;1;1;1;14;6;2;4;1;2;4
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;9675;7987;773;903;12;546;347;27;64;5;180;57;49;42;13;71;103
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;8483;7354;519;587;23;285;824;63;168;27;432;150;121;102;26;134;205
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;153;93;9;51;-;31;22;2;1;-;9;4;-;3;1;10;11
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;506;354;65;84;3;25;54;6;13;-;26;13;3;5;3;9;16
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1453;1157;129;164;3;93;129;4;27;1;76;25;22;18;8;21;29
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;37397;29561;3389;4371;76;2403;1473;62;244;37;849;300;163;231;70;281;350
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;2127;1804;228;94;1;58;97;4;16;7;60;26;5;16;9;10;14
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;94;60;3;31;-;9;20;1;1;4;10;4;-;4;1;4;6
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;60;43;9;8;-;5;5;-;-;1;3;2;-;1;-;1;2
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;546;357;34;143;12;88;252;17;38;6;146;62;26;30;11;45;71
2015;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;60168;46863;4975;8086;244;4677;23291;373;1297;5695;13913;2872;1043;5533;360;2013;2573
2016;Zur Heizung verwendete primäre Energie;Öl;1169;871;164;117;17;33;429;11;36;27;293;143;47;70;9;62;79
2016;Zur Heizung verwendete primäre Energie;Gas;58733;44775;5032;8435;491;4208;8056;1181;955;181;4656;1714;819;1301;432;1083;2389
2016;Zur Heizung verwendete primäre Energie;Strom;1178;926;105;86;61;38;688;8;71;29;444;163;62;117;50;136;185
2016;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9684;5292;538;3684;170;1873;1849;125;327;50;822;293;154;185;115;525;664
2016;Zur Heizung verwendete primäre Energie;Geothermie;8973;7043;961;961;8;564;469;13;139;7;202;94;40;48;3;108;121
2016;Zur Heizung verwendete primäre Energie;Umweltthermie;37745;31333;3792;2556;64;1525;1956;89;464;25;1063;363;314;256;49;315;423
2016;Zur Heizung verwendete primäre Energie;Solarthermie;762;554;103;102;3;41;69;3;12;5;42;12;14;9;3;7;11
2016;Zur Heizung verwendete primäre Energie;Holz;5720;3907;631;1154;28;710;869;26;93;105;536;212;50;159;44;109;141
2016;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;358;239;43;64;12;78;82;2;9;16;46;23;4;10;5;9;22
2016;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;342;213;36;93;-;46;48;3;8;6;23;5;2;7;2;8;12
2016;Zur Heizung verwendete primäre Energie;Sonstige Energie;355;242;12;100;1;42;167;4;18;11;119;40;41;20;8;15;23
2016;Zur Heizung verwendete primäre Energie;Keine Energie;138;114;12;12;-;2;14419;4;5;4881;8951;764;118;4106;4;578;498
2016;Zur Heizung verwendete sekundäre Energie;Öl;43;39;1;3;-;1;20;2;4;2;9;4;2;3;-;3;7
2016;Zur Heizung verwendete sekundäre Energie;Gas;1399;866;89;432;12;208;330;14;64;6;173;75;39;36;12;73;92
2016;Zur Heizung verwendete sekundäre Energie;Strom;8328;6939;652;716;21;329;739;52;120;20;418;138;115;106;19;129;193
2016;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;207;145;7;54;1;38;26;1;2;-;22;8;4;2;3;1;4
2016;Zur Heizung verwendete sekundäre Energie;Geothermie;276;202;29;43;2;14;31;4;7;-;14;4;3;3;1;6;12
2016;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1490;1115;146;224;5;114;223;6;38;4;139;45;44;33;7;36;45
2016;Zur Heizung verwendete sekundäre Energie;Solarthermie;20751;15051;2100;3500;100;1816;1260;54;199;34;725;276;126;199;75;248;315
2016;Zur Heizung verwendete sekundäre Energie;Holz;18453;15653;1964;819;17;541;1068;505;48;43;418;124;36;81;143;54;565
2016;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;108;46;27;29;6;42;27;2;2;5;16;7;2;3;1;2;7
2016;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;60;37;6;16;1;5;8;-;-;-;4;1;-;1;-;4;3
2016;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;541;315;22;189;15;109;294;14;30;11;192;81;45;38;14;47;68
2016;Zur Heizung verwendete sekundäre Energie;Keine Energie;73501;55101;6386;11339;675;5943;25075;815;1623;5218;15067;3063;1249;5783;449;2352;3257
2016;Zur Warmwasserbereitung verwendete primäre Energie;Öl;1040;775;146;102;17;28;336;10;35;20;215;107;37;48;5;56;72
2016;Zur Warmwasserbereitung verwendete primäre Energie;Gas;48166;36073;4144;7500;449;3759;6594;1162;780;146;3596;1369;631;978;295;910;2160
2016;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2069;1393;180;411;85;139;2618;51;391;73;1612;480;363;424;212;491;600
2016;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;9547;5241;524;3615;167;1865;1545;125;274;34;682;235;133;139;110;430;566
2016;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;8741;6923;903;907;8;514;364;9;104;6;162;76;34;35;3;83;90
2016;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;36831;30703;3693;2374;61;1452;1543;71;377;25;846;308;235;199;35;224;308
2016;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;12411;10126;1149;1106;30;534;409;11;65;14;246;92;47;64;23;73;87
2016;Zur Warmwasserbereitung verwendete primäre Energie;Holz;5278;3554;590;1110;24;686;632;22;73;80;382;163;39;121;28;75;107
2016;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;379;241;64;62;12;98;74;1;8;15;43;20;4;9;5;7;17
2016;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;321;203;27;91;-;46;32;3;6;4;12;4;1;3;2;7;8
2016;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;374;277;9;86;2;39;122;4;20;11;74;29;21;15;6;13;19
2016;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14832;-;4;4915;9327;943;120;4253;-;586;534
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;108;87;11;10;-;2;21;2;1;1;13;5;3;4;-;4;7
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;9821;7951;777;1068;25;521;415;19;63;7;244;91;56;63;16;82;108
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;10766;9022;863;819;62;396;972;53;184;24;537;179;153;132;23;174;238
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;211;135;8;67;1;35;30;-;5;-;12;5;2;-;2;13;14
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;385;294;48;41;2;16;25;2;5;-;11;3;4;1;1;7;10
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1945;1474;205;262;4;137;172;7;25;5;103;27;32;25;9;32;40
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;35723;27522;3332;4728;141;2351;1659;93;274;37;931;348;157;255;103;324;432
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;2057;1654;250;146;7;106;79;1;8;12;45;19;7;10;8;13;13
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;82;42;8;30;2;21;21;3;1;2;12;5;1;4;-;3;9
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;45;21;8;15;1;5;8;-;1;-;4;-;-;2;-;3;3
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;541;290;28;210;13;110;265;16;31;8;166;82;31;30;11;44;66
2016;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;63473;47017;5891;9968;597;5460;25434;1273;1539;5247;15119;3062;1219;5762;551;2256;3628
2017;Zur Heizung verwendete primäre Energie;Öl;936;705;115;110;6;39;406;7;42;24;281;133;28;65;23;52;53
2017;Zur Heizung verwendete primäre Energie;Gas;49823;37907;4391;7382;143;3750;6203;271;794;157;3915;1505;568;1280;251;1066;1402
2017;Zur Heizung verwendete primäre Energie;Strom;1169;955;109;91;14;34;732;18;95;27;438;141;86;136;34;154;187
2017;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9153;4853;545;3617;138;1642;1879;119;393;42;769;270;111;152;134;556;684
2017;Zur Heizung verwendete primäre Energie;Geothermie;9258;7357;937;955;9;474;473;18;133;9;204;78;42;52;13;109;128
2017;Zur Heizung verwendete primäre Energie;Umweltthermie;41774;34351;4241;3143;39;1775;2177;97;466;31;1190;406;338;284;69;393;521
2017;Zur Heizung verwendete primäre Energie;Solarthermie;691;546;67;78;-;34;67;3;9;2;43;12;9;11;4;10;10
2017;Zur Heizung verwendete primäre Energie;Holz;5316;3478;605;1191;42;735;812;13;71;95;475;211;24;140;40;158;156
2017;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;258;161;34;58;5;32;87;13;7;23;33;19;3;7;-;11;30
2017;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;296;181;33;76;6;36;47;2;9;4;24;10;-;10;2;8;10
2017;Zur Heizung verwendete primäre Energie;Sonstige Energie;260;170;15;69;6;20;137;5;14;7;100;28;50;17;1;11;18
2017;Zur Heizung verwendete primäre Energie;Keine Energie;126;109;15;1;1;1;13932;11;2;4506;8961;757;104;3948;2;452;493
2017;Zur Heizung verwendete sekundäre Energie;Öl;35;23;6;6;-;1;25;2;2;1;16;8;1;5;1;4;6
2017;Zur Heizung verwendete sekundäre Energie;Gas;1382;770;93;505;14;267;385;13;81;6;186;68;41;43;18;99;115
2017;Zur Heizung verwendete sekundäre Energie;Strom;11133;9328;898;888;19;425;863;51;153;11;486;166;131;104;26;162;220
2017;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;47;31;3;13;-;11;12;1;1;-;4;2;-;1;-;6;8
2017;Zur Heizung verwendete sekundäre Energie;Geothermie;281;182;27;72;-;30;32;-;9;-;13;1;3;6;2;10;10
2017;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1224;906;108;206;4;92;253;10;41;3;146;43;49;34;11;53;61
2017;Zur Heizung verwendete sekundäre Energie;Solarthermie;18119;12930;1928;3223;38;1704;1187;60;177;24;672;279;97;192;56;254;317
2017;Zur Heizung verwendete sekundäre Energie;Holz;17179;14400;1935;830;14;481;509;14;51;65;293;125;28;80;33;86;87
2017;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;56;30;4;21;1;6;26;3;1;5;10;6;1;3;-;7;11
2017;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;61;45;5;11;-;3;5;-;-;-;5;3;-;-;1;-;2
2017;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;383;185;22;169;7;82;223;7;25;6;142;51;36;18;15;43;52
2017;Zur Heizung verwendete sekundäre Energie;Keine Energie;69160;51943;6078;10827;312;5470;23432;416;1494;4806;14460;2818;976;5616;410;2256;2803
2017;Zur Warmwasserbereitung verwendete primäre Energie;Öl;850;644;101;99;6;38;308;6;32;20;213;102;24;42;22;37;45
2017;Zur Warmwasserbereitung verwendete primäre Energie;Gas;40689;30334;3596;6620;139;3409;5096;252;675;122;3140;1201;444;1007;237;907;1188
2017;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2051;1462;186;387;16;120;2427;69;391;62;1377;437;321;402;65;528;637
2017;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;9041;4797;531;3580;133;1624;1573;114;307;34;659;217;98;120;131;459;578
2017;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;9027;7234;913;871;9;445;378;18;101;10;177;66;40;44;11;72;91
2017;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;40934;33782;4140;2974;38;1693;1750;66;382;29;963;347;255;232;60;310;393
2017;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;10811;8892;992;918;9;429;351;23;50;11;189;69;35;57;15;78;87
2017;Zur Warmwasserbereitung verwendete primäre Energie;Holz;4873;3146;568;1117;42;726;620;9;65;85;354;165;20;104;29;107;119
2017;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;271;163;35;68;5;34;76;12;6;23;26;14;2;5;1;9;22
2017;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;285;177;29;73;6;35;41;2;8;4;18;10;-;6;1;9;12
2017;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;228;142;16;64;6;19;108;6;16;10;65;28;19;13;1;11;18
2017;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14224;-;2;4517;9252;914;105;4070;-;453;502
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;99;71;15;13;-;2;18;2;1;-;10;6;-;4;-;5;7
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8669;6924;726;1001;18;493;420;24;74;10;206;82;42;48;21;106;126
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;12917;10839;1042;1014;22;465;1076;56;218;14;556;186;153;120;38;232;297
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;67;41;5;21;-;12;28;1;4;-;15;7;2;5;-;8;9
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;383;278;40;65;-;26;25;-;6;-;11;2;2;3;1;8;9
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1654;1248;134;268;4;132;183;8;35;1;97;22;37;21;13;42;48
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;29665;22600;2929;4085;51;2081;1451;69;220;42;803;315;108;244;68;317;386
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1612;1289;202;115;6;60;81;3;3;7;52;24;5;15;3;16;16
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;38;25;2;10;1;3;12;2;-;1;8;6;1;1;-;1;5
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;53;36;7;10;-;4;5;-;-;-;5;1;-;2;1;-;1
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;358;195;22;136;5;63;184;5;18;6;115;45;24;15;15;40;48
2017;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;63545;47227;5983;10033;302;5231;23469;407;1456;4846;14555;2874;989;5624;413;2205;2740
2018;Zur Heizung verwendete primäre Energie;Öl;867;665;96;103;3;32;331;6;37;20;218;93;23;52;25;50;59
2018;Zur Heizung verwendete primäre Energie;Gas;48311;36408;4260;7539;104;3749;5962;274;768;138;3816;1417;544;1251;279;966;1299
2018;Zur Heizung verwendete primäre Energie;Strom;1495;1229;120;133;13;58;799;12;107;37;454;154;76;145;25;189;220
2018;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9767;5404;468;3843;52;1829;2062;170;381;46;835;307;119;147;154;630;820
2018;Zur Heizung verwendete primäre Energie;Geothermie;8839;7007;783;1040;9;547;442;9;136;16;163;66;32;36;10;118;129
2018;Zur Heizung verwendete primäre Energie;Umweltthermie;42688;35171;4051;3444;22;1903;2569;154;511;39;1399;467;342;333;147;466;670
2018;Zur Heizung verwendete primäre Energie;Solarthermie;722;552;76;93;1;45;69;2;11;5;39;20;6;8;4;12;15
2018;Zur Heizung verwendete primäre Energie;Holz;4298;2837;471;972;18;616;853;33;78;91;510;229;24;153;41;141;173
2018;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;289;191;22;72;4;48;54;2;6;9;32;17;3;5;3;5;18
2018;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;265;22;82;82;2;51;46;3;7;5;20;9;1;2;3;11;15
2018;Zur Heizung verwendete primäre Energie;Sonstige Energie;240;150;19;71;-;27;151;7;11;4;105;30;50;15;6;24;37
2018;Zur Heizung verwendete primäre Energie;Keine Energie;88;73;8;7;-;1;13809;5;4;4724;8711;712;91;3834;5;365;489
2018;Zur Heizung verwendete sekundäre Energie;Öl;21;12;6;2;1;1;24;-;2;1;17;9;-;4;2;4;5
2018;Zur Heizung verwendete sekundäre Energie;Gas;1649;885;101;652;11;296;453;21;89;6;216;78;49;55;15;121;149
2018;Zur Heizung verwendete sekundäre Energie;Strom;11235;9373;894;958;10;488;1034;86;174;20;579;187;115;132;101;175;279
2018;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;97;80;2;15;-;4;3;1;-;-;1;1;-;-;-;1;2
2018;Zur Heizung verwendete sekundäre Energie;Geothermie;215;133;37;45;-;28;49;2;13;1;19;5;2;1;6;14;17
2018;Zur Heizung verwendete sekundäre Energie;Umweltthermie;970;639;99;228;4;114;257;5;41;3;150;43;44;29;19;58;65
2018;Zur Heizung verwendete sekundäre Energie;Solarthermie;17703;12492;1876;3302;33;1701;1226;44;211;29;734;289;99;216;63;208;252
2018;Zur Heizung verwendete sekundäre Energie;Holz;15687;13409;1528;730;20;429;545;65;53;53;315;128;20;72;62;59;124
2018;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;94;44;7;42;1;28;22;-;3;4;10;7;-;1;1;5;9
2018;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;84;6;25;25;-;8;13;4;-;3;3;3;-;-;-;3;8
2018;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;385;238;11;133;3;55;157;8;18;8;90;41;24;12;7;33;45
2018;Zur Heizung verwendete sekundäre Energie;Keine Energie;69729;52488;5829;11267;145;5754;23364;441;1453;5006;14168;2730;958;5459;426;2296;2989
2018;Zur Warmwasserbereitung verwendete primäre Energie;Öl;789;603;86;97;3;29;268;6;32;14;174;69;21;39;21;42;49
2018;Zur Warmwasserbereitung verwendete primäre Energie;Gas;39347;28908;3496;6852;91;3396;4841;261;633;112;3040;1131;416;976;254;795;1087
2018;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2350;1729;200;406;15;164;2557;70;422;69;1411;455;319;419;75;585;705
2018;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;9645;5351;453;3790;51;1791;1755;166;314;38;714;258;103;111;148;523;699
2018;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;8664;6917;776;962;9;524;373;6;113;16;141;55;27;30;10;97;101
2018;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;41776;34575;3947;3234;20;1803;2057;111;407;38;1141;385;257;274;136;360;510
2018;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;10537;8709;938;875;15;469;345;14;50;15;201;76;31;64;19;65;77
2018;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3996;2573;445;960;18;613;656;30;65;69;391;189;24;114;28;101;146
2018;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;294;199;21;70;4;48;52;2;7;9;29;17;3;2;3;5;17
2018;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;257;23;84;84;2;51;40;3;5;5;17;5;1;2;3;10;14
2018;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;214;134;11;69;-;18;102;7;9;5;61;23;19;12;5;20;29
2018;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14101;1;-;4744;8982;858;90;3938;-;374;510
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;66;50;8;7;1;3;14;-;1;2;7;2;-;3;2;4;4
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8736;6904;680;1135;17;550;462;26;79;4;249;95;45;64;29;104;134
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;12312;10286;988;1027;11;542;1186;87;210;18;643;217;122;144;103;228;342
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;121;89;3;28;1;11;20;2;1;-;8;3;2;2;-;9;12
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;338;250;35;52;1;37;39;1;8;-;23;7;4;2;5;7;12
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1272;874;135;260;3;134;181;5;22;4;108;33;35;19;14;42;48
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;28338;21491;2815;3999;33;1983;1454;72;249;36;840;321;112;248;83;257;323
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1456;1146;197;101;12;65;90;37;8;3;32;16;-;6;4;10;47
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;84;38;4;41;1;27;13;3;1;2;7;4;-;1;1;-;4
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;49;3;9;9;-;3;8;3;-;3;2;2;-;-;-;-;4
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;348;210;12;123;3;53;114;6;14;7;56;29;9;9;6;31;45
2018;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;64749;48471;5516;10617;145;5498;23566;435;1464;5055;14327;2792;982;5483;455;2285;2969
2019;Zur Heizung verwendete primäre Energie;Öl;728;509;121;98;-;31;268;2;25;6;195;76;12;55;19;40;48
2019;Zur Heizung verwendete primäre Energie;Gas;46222;34651;4114;7359;98;3620;5937;278;766;150;3759;1259;525;1232;383;984;1358
2019;Zur Heizung verwendete primäre Energie;Strom;1779;1476;150;149;4;69;877;32;123;38;490;159;79;147;45;194;276
2019;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;10256;5769;475;3950;62;1961;1957;141;414;44;736;241;112;150;135;622;811
2019;Zur Heizung verwendete primäre Energie;Geothermie;8744;6980;806;956;2;430;515;14;155;9;205;76;42;52;16;132;153
2019;Zur Heizung verwendete primäre Energie;Umweltthermie;46024;37575;4434;3987;28;2179;2639;112;548;36;1358;459;319;367;100;585;741
2019;Zur Heizung verwendete primäre Energie;Solarthermie;672;522;65;82;3;34;71;1;11;5;45;14;7;15;4;9;7
2019;Zur Heizung verwendete primäre Energie;Holz;4109;2786;405;907;11;592;747;33;55;122;424;151;31;129;62;113;141
2019;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;224;133;26;65;-;35;64;4;8;21;27;13;2;7;2;4;18
2019;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;253;30;55;55;1;29;40;4;5;4;20;11;3;3;1;7;12
2019;Zur Heizung verwendete primäre Energie;Sonstige Energie;339;238;19;77;5;48;131;7;15;-;90;24;47;16;1;19;24
2019;Zur Heizung verwendete primäre Energie;Keine Energie;107;95;10;2;-;1;13790;1;5;4642;8761;703;82;3898;4;381;509
2019;Zur Heizung verwendete sekundäre Energie;Öl;22;11;5;6;-;2;18;1;1;-;13;5;-;6;1;3;4
